15200349	230	170	150	UMM-III
15200350	230	170	150	Horw-Sandstein
15200351	220	145	125	UMM-II
15200352	220	145	125	Grisigen-Mergel
15200353	240	210	100	UMM-I
15200354	240	210	100	Cucloz-Subformation
15200355	240	210	100	Cucloz-Sandstein
15200356	240	210	100	Marnes gris-souris
15200357	240	210	100	Schistes marno-micacés
15200358	240	210	100	Hilfern-Formation
15200359	240	210	100	Rietbad-Subformation
15200360	240	210	100	Jordisboden-Mergel
15200361	240	210	100	Goldegg-Sandstein
15200362	240	150	105	UMM-J
15200363	255	180	120	Septarienton
15200364	250	170	115	Fischschiefer
15200365	245	160	110	Foraminiferenmergel
15200366	235	145	100	Meeressand
15200367	240	215	70	Gelberde
15200368	250	210	130	Cyathulabank (Laufen-Becken)
15200369	250	210	130	Cyrenenmergel
15200370	240	160	60	Porrentruy-Konglomerat
15200371	240	215	70	Raitsche
15200373	235	145	100	Ajoie-Gompholit
15200378	250	250	175	Tüllingen-Süsswasserkalk
15200379	250	240	130	Elsässer-Molasse s.l.
15200380	210	180	140	Oberer Teil des Hauptrogensteins
15200382	205	165	130	Unterer Teil des Hauptrogensteins
15200383	180	160	120	Calcaire roux marneux
15200384	255	235	190	Ajoie-Member
15200385	255	235	190	Bois-de-Raube-Member
15200386	255	235	190	Montchaibeux-Member
15200387	240	135	60	Daubrée-Konglomerat
15200388	225	175	150	Wanderblock-Bildungen
15200389	225	210	145	Geröllsande
15200390	225	210	145	Polygene Nagelfluh
15200391	205	210	140	Muschelsandstein
15200392	205	210	140	Graue Molasse
15200393	240	135	60	Daubrée-Kalk
15200394	240	215	70	Basisbildungen der USM-J
15200395	255	235	190	Laufen-Juranagelfluh
15200396	255	235	190	Basler Juranagelfluh
15200397	255	235	190	Aargauer Juranagelfluh
15200398	255	235	190	Randen-Juranagelfluh
15200399	225	210	145	Jensberg-Schichten
15200400	225	210	145	Rebhubel-Schichten
15200401	225	210	145	Niedermatt-Formation
15200402	225	210	145	Belpberg-Formation
15200403	225	210	145	Pfadflüe-Nagelfluh
15200404	225	210	145	Sädel-Kalknagelfluh
15200405	225	210	145	Utzigen-Muschelsandstein
15200406	225	210	145	Ulmiz-Quarzitnagelfluh
15200407	225	210	145	Bütschelbach-Nagelfluh
15200408	225	210	145	Kalchstätten-Formation
15200409	225	210	145	Freudenberg-Nagelfluh
15200410	225	210	145	Goldbrunnen-Schichten
15200411	225	210	145	Dreilinden-Nagelfluh
15200412	225	210	145	Obere Grenznagelfluh
15200413	225	210	145	Kirchberg-Formation
15200414	225	210	145	Grimmelfingen-Formation
15200415	204	201	145	Chnebelburg-Schichten
15200416	205	210	140	Meinisberg-Muschelsandstein
15200417	204	207	181	Brüttelen-Muschelnagelfluh
15200418	205	210	140	Sense-Formation
15200419	205	210	140	Montécu-Schichten
15200420	205	210	140	Molière-Muschelsandstein
15200421	205	210	140	Scherli-Quarzitnagelfluh
15200422	240	215	70	Grilly-Süsswasserkalk
15200423	240	215	70	Orbe-Süsswasserkalk
15200424	240	215	70	Krustenkalk
15200425	240	210	200	Gümmenen-Formation
15200426	150	210	220	Solothurner Schildkrötenkalk
15200429	240	210	200	Obere bunte Molasse
15200430	225	150	75	Oberdorf-Süsswasserkalk
15200431	225	210	145	Limnischer Horizont (OMM-II)
15200432	225	210	145	Quarzitnagelfluh (der St.-Gallen-Fm.)
15200433	205	210	140	Basiskonglomerat (der Luzern-Fm.)
15200436	250	185	185	Poncin-Member
15200437	250	175	175	Vraconne-Sandstein
15200438	250	175	175	La-Presta-Mergel
15200439	250	175	175	Vernettes-Sandstein
15200440	250	175	175	Ponthoud-Bank
15200441	250	175	175	Scie-Besse-Sandstein
15200442	240	145	145	Mortier-Mergel
15200443	240	145	145	Vauglène-Bänke
15200444	240	145	145	Poet-Bank
15200445	240	215	70	Courcelon-Süsswasserkalk
15200446	240	215	70	Erzmatt-Krustenkalk
15200447	225	150	75	Diegten-Süsswasserkalk
